"","Date.of.injury.resulting.in.death..month.day.year.","Victim.s.age","Victim.s.gender","Victim.s.race","Cause.of.death","Unarmed","city","state","zip","latitude","longitude"
"1348","3/11/15","54","Male","White","Gunshot","Allegedly Armed","Bay Minette","AL","36507",30.875697,-87.76592
"1349","9/26/13","34","Male","Black","Gunshot","Allegedly Armed","Citronelle","AL","36522",31.0753,-88.2633
"1350","7/20/14","52","Male","White","Gunshot","Unarmed","Spanish Fort","AL","36527",30.684873,-87.89723
"1351","1/20/14","Unknown","Male","Unknown race","Gunshot","Allegedly Armed","Loxley","AL","36551",30.6316,-87.75299
"1352","9/18/15","57","Male","White","Gunshot","Allegedly Armed","Saint Stephens","AL","36569",31.529488,-88.06349
"1353","6/8/13","21","Male","Asian","Gunshot","Allegedly Armed","Wilmer","AL","36587",30.828988,-88.35079
"1354","6/13/16","18","Male","Black","Gunshot","Allegedly Armed","Mobile","AL","36617",30.717539,-88.09609
"1355","9/5/13","36","Male","Black","Gunshot","Allegedly Armed","Mobile","AL","36693",30.630441,-88.15397
"1356","9/6/13","37","Male","Black","Gunshot","Allegedly Armed","Mobile","AL","36695",30.646415,-88.23657
"1357","7/7/16","62","Male","Black","Gunshot","Allegedly Armed","Selma","AL","36701",32.429066,-87.03809
"1358","12/4/13","73","Male","Black","Gunshot","Allegedly Armed","Selma","AL","36701",32.429066,-87.03809
"1359","6/2/13","59","Male","Black","Gunshot","Allegedly Armed","Selma","AL","36701",32.429066,-87.03809
"1360","6/2/13","28","Female","Black","Gunshot","Allegedly Armed","Selma","AL","36701",32.429066,-87.03809
"1361","6/2/13","28","Male","Black","Gunshot","Allegedly Armed","Selma","AL","36701",32.429066,-87.03809
"1362","12/29/14","Unknown","Male","White","Gunshot","Allegedly Armed","Safford","AL","36773",32.291429,-87.39972
"1363","11/1/15","56","Male","Black","Gunshot","Allegedly Armed","Opelika","AL","36804",32.556296,-85.33465
"1364","2/11/15","46","Male","White","Gunshot","Unarmed","Dadeville","AL","36853",32.787441,-85.79955
"1365","4/3/16","36","Female","White","Gunshot","Unclear","Notasulga","AL","36866",32.551474,-85.69859
"1366","12/19/13","33","Male","Black","Gunshot","Allegedly Armed","Phenix City","AL","36867",32.492304,-85.01943
"1367","3/24/13","25","Male","Unknown race","Taser","Allegedly Armed","Phenix City","AL","36867",32.492304,-85.01943
"1368","1/29/16","41","Female","White","Gunshot","Unclear","Phenix City","AL","36870",32.484671,-85.0752
"1369","1/12/13","33","Male","Unknown race","Gunshot","Vehicle","Smiths","AL","36877",32.545138,-85.09212
"1370","2/11/14","52","Female","Unknown race","Gunshot","Allegedly Armed","Antioch","TN","37013",36.055115,-86.64782
"1371","8/5/15","29","Male","Hispanic","Gunshot","Allegedly Armed","Antioch","TN","37013",36.055115,-86.64782
"1372","9/18/15","47","Male","White","Gunshot","Unclear","Cumberland Furnace","TN","37051",36.310027,-87.4128
"1373","4/6/16","40","Female","Black","Gunshot","Allegedly Armed","Gallatin","TN","37066",36.388997,-86.4548
"1374","8/26/15","22","Male","White","Gunshot","Allegedly Armed","Hendersonville","TN","37075",36.311047,-86.61173
"1375","8/24/16","53","Male","White","Gunshot","Allegedly Armed","Shelbyville","TN","37160",35.47066,-86.45974
"1376","3/21/14","51","Male","Black","Gunshot","Allegedly Armed","Nashville","TN","37203",36.152607,-86.78927
"1377","9/20/16","43","Male","White","Gunshot","Allegedly Armed","Nashville","TN","37207",36.215535,-86.77317
"1378","12/15/14","16","Male","Black","Gunshot","Allegedly Armed","Nashville","TN","37217",36.103408,-86.66616
"1379","5/30/15","39","Male","Hispanic","Gunshot","Allegedly Armed","Nashville","TN","37217",36.103408,-86.66616
"1380","4/30/15","53","Male","White","Gunshot","Allegedly Armed","Nashville","TN","37220",36.069659,-86.77266
"1381","3/31/15","31","Male","Black","Gunshot","Allegedly Armed","Nashville","TN","37228",36.190205,-86.80078
"1382","11/25/14","52","Male","White","Gunshot","Allegedly Armed","Cleveland","TN","37311",35.146362,-84.88723
"1383","7/28/15","23","Male","White","Gunshot","Unarmed","Cleveland","TN","37311",35.146362,-84.88723
"1384","9/5/14","23","Male","White","Gunshot","Allegedly Armed","Dayton","TN","37321",35.495894,-85.01032
"1385","1/21/14","35","Male","White","Gunshot","Allegedly Armed","Dunlap","TN","37327",35.399109,-85.38755
"1386","7/27/16","33","Male","White","Gunshot","Allegedly Armed","Estill Springs","TN","37330",35.280936,-86.12247
"1387","12/2/13","49","Male","White","Gunshot","Allegedly Armed","Etowah","TN","37331",35.325991,-84.53015
"1388","8/26/15","46","Male","White","Gunshot","Allegedly Armed","Hixson","TN","37343",35.167987,-85.21158
"1389","9/7/13","29","Male","White","Gunshot","Allegedly Armed","Jasper","TN","37347",35.065007,-85.61818
"1390","4/3/14","41","Male","White","Gunshot","Unarmed","South Pittsburg","TN","37380",35.045886,-85.72513
"1391","7/16/15","24","Male","Asian","Gunshot","Allegedly Armed","Chattanooga","TN","37406",35.065723,-85.25014
"1392","12/12/15","24","Male","Black","Gunshot","Allegedly Armed","Chattanooga","TN","37410",35.002342,-85.31407
"1393","8/19/16","54","Male","White","Gunshot","Allegedly Armed","Chattanooga","TN","37412",34.996674,-85.23748
"1394","1/5/16","38","Male","White","Gunshot","Allegedly Armed","Johnson City","TN","37604",36.312633,-82.3802
"1395","9/6/16","70","Male","Unknown race","Gunshot","Allegedly Armed","Johnson City","TN","37615",36.405338,-82.44593
"1396","8/18/13","58","Male","White","Gunshot","Vehicle","Bluff City","TN","37618",36.469605,-82.22998
"1397","7/2/16","50","Male","White","Gunshot","Allegedly Armed","Bristol","TN","37620",36.561341,-82.16869
"1398","10/11/13","47","Male","White","Gunshot","Vehicle","Bristol","TN","37620",36.561341,-82.16869
"1399","5/29/14","45","Male","White","Gunshot","Vehicle","Bristol","TN","37620",36.561341,-82.16869
"1400","2/19/16","31","Male","White","Gunshot","Allegedly Armed","Elizabethton","TN","37643",36.355251,-82.18843
"1401","8/19/14","28","Female","White","Gunshot","Allegedly Armed","Harriman","TN","37748",35.930801,-84.53135
"1402","8/19/13","51","Male","White","Gunshot","Allegedly Armed","Jefferson City","TN","37760",36.109404,-83.48325
"1403","7/4/14","33","Male","White","Unknown","Unarmed","Lenoir City","TN","37771",35.815524,-84.29301
"1404","3/13/16","30","Male","White","Gunshot","Unarmed","Lenoir City","TN","37771",35.815524,-84.29301
"1405","1/27/16","40","Male","Asian","Gunshot","Unclear","Lenoir City","TN","37772",35.800329,-84.23281
"1406","8/21/13","68","Male","White","Gunshot","Allegedly Armed","Louisville","TN","37777",35.835374,-84.01196
"1407","7/4/15","37","Male","White","Gunshot","Allegedly Armed","Morristown","TN","37813",36.186008,-83.27474
"1408","3/6/13","40","Male","Unknown race","Gunshot","Allegedly Armed","New Market","TN","37820",36.089568,-83.56389
"1409","12/13/14","27","Male","Unknown race","Gunshot","Allegedly Armed","Sevierville","TN","37862",35.818653,-83.59197
"1410","1/13/16","29","Male","White","Gunshot","Allegedly Armed","Sevierville","TN","37862",35.818653,-83.59197
"1411","9/13/14","43","Male","White","Gunshot","Unarmed","Pigeon Forge","TN","37863",35.792313,-83.5605
"1412","7/25/16","25","Male","White","Tasered","Unarmed","Walland","TN","37886",35.734481,-83.81988
"1413","9/18/14","40","Male","White","Gunshot","Allegedly Armed","Washburn","TN","37888",36.310299,-83.60658
"1414","7/27/14","45","Male","White","Gunshot","Allegedly Armed","Knoxville","TN","37909",35.947846,-84.01554
"1415","8/15/14","28","Male","White","Gunshot","Unarmed","Knoxville","TN","37912",36.008048,-83.97962
"1416","6/7/14","31","Male","Black","Gunshot","Allegedly Armed","Knoxville","TN","37914",35.988528,-83.84981
"1417","3/6/14","55","Male","White","Gunshot","Allegedly Armed","Knoxville","TN","37918",36.046598,-83.92511
"1418","9/12/14","33","Male","Black","Gunshot","Vehicle","Knoxville","TN","37918",36.046598,-83.92511
"1419","11/13/14","29","Male","White","Gunshot","Allegedly Armed","Knoxville","TN","37920",35.923517,-83.89042
"1420","12/18/15","32","Male","White","Gunshot","Vehicle","Knoxville","TN","37922",35.875925,-84.12608
"1421","9/12/15","45","Male","White","Gunshot","Allegedly Armed","Knoxville","TN","37931",35.976063,-84.1182
"1422","6/20/13","21","Male","White","Gunshot","Allegedly Armed","Knoxville","TN","37934",35.87,-84.17
"1423","5/1/16","28","Male","White","Gunshot","Allegedly Armed","Alamo","TN","38001",35.796157,-89.14016
"1424","11/3/13","64","Female","White","Gunshot","Allegedly Armed","Covington","TN","38019",35.560622,-89.64201
"1425","10/27/13","26","Male","White","Gunshot","Allegedly Armed","Drummonds","TN","38023",35.489296,-89.94754
"1426","1/27/16","32","Male","Black","Gunshot","Unclear","Memphis","TN","38106",35.103019,-90.04017
"1427","3/11/15","31","Male","White","Gunshot","Allegedly Armed","Memphis","TN","38107",35.167515,-90.02224
"1428","4/23/13","28","Male","Black","Gunshot","Vehicle","Memphis","TN","38107",35.167515,-90.02224
"1429","2/10/15","48","Male","Black","Gunshot","Allegedly Armed","Memphis","TN","38109",35.050286,-90.07523
"1430","4/10/16","29","Male","Hispanic","Gunshot","Allegedly Armed","Memphis","TN","38111",35.10935,-89.94363
"1431","10/15/13","32","Male","Black","Smoke inhilation","Allegedly Armed","Memphis","TN","38114",35.101525,-89.98543
"1432","7/17/15","19","Male","Black","Gunshot","Unarmed","Memphis","TN","38115",35.057311,-89.86291
"1433","5/18/13","","Male","Black","Vehicle","Allegedly Armed","Memphis","TN","38116",35.03319,-90.01128
"1434","7/1/13","33","Male","Unknown race","Gunshot","Allegedly Armed","Memphis","TN","38117",35.112929,-89.90389
"1435","1/17/13","24","Male","Black","Gunshot","Unclear","Memphis","TN","38118",35.048455,-89.92426
"1436","6/4/13","32","Male","Unknown race","Gunshot","Allegedly Armed","Memphis","TN","38120",35.124818,-89.86562
"1437","2/4/15","36","Male","Black","Gunshot","Allegedly Armed","Memphis","TN","38122",35.155589,-89.92315
"1438","11/19/14","29","Female","Black","Gunshot","Unarmed","Memphis","TN","38125",35.035466,-89.80329
"1439","3/10/13","63","Male","Black","Gunshot","Allegedly Armed","Memphis","TN","38126",35.126469,-90.04359
"1440","1/11/13","67","Male","White","Gunshot","Allegedly Armed","Memphis","TN","38126",35.126469,-90.04359
"1441","3/23/16","30","Male","Black","Gunshot","Allegedly Armed","Memphis","TN","38128",35.219882,-89.92588
"1442","3/27/13","42","Male","Unknown race","Gunshot","Allegedly Armed","Memphis","TN","38128",35.219882,-89.92588
"1443","10/12/14","49","Female","White","Vehicle","Unarmed","Memphis","TN","38133",35.208709,-89.80518
"1444","10/12/14","63","Male","White","Vehicle","Unarmed","Memphis","TN","38133",35.208709,-89.80518
"1445","4/10/13","47","Male","White","Gunshot","Allegedly Armed","Memphis","TN","38134",35.193046,-89.86559
"1446","7/15/14","24","Male","White","Gunshot","Allegedly Armed","Germantown","TN","38139",35.087468,-89.7615
"1447","2/13/15","27","Male","White","Gunshot","Allegedly Armed","Atwood","TN","38220",35.98269,-88.66966
"1448","9/7/15","1","Male","White","Gunshot","Unarmed","Puryear","TN","38251",36.444446,-88.35903
"1449","11/6/14","20","Male","Black","Gunshot","Allegedly Armed","Jackson","TN","38305",35.693101,-88.80653
"1450","8/15/16","42","Male","White","Gunshot","Allegedly Armed","Counce","TN","38326",35.041335,-88.27379
"1451","9/20/16","35","Male","White","Gunshot","Unclear","Decaturville","TN","38329",35.546839,-88.12345
"1452","4/3/14","45","Male","Black","Medical emergency","Unarmed","Humboldt","TN","38343",35.825299,-88.90218
"1453","9/27/14","18","Male","White","Gunshot","Vehicle","Humboldt","TN","38343",35.825299,-88.90218
"1454","12/14/15","56","Male","White","Gunshot","Unclear","Milan","TN","38358",35.916722,-88.76628
"1455","11/13/15","52","Male","White","Gunshot","Allegedly Armed","Trenton","TN","38382",35.973431,-88.95035
"1456","6/11/15","86","Male","White","Gunshot","Allegedly Armed","Columbia","TN","38401",35.619784,-87.03565
"1457","4/18/15","40","Male","Black","Physical restraint","Unarmed","Columbia","TN","38401",35.619784,-87.03565
"1458","10/29/15","18","Male","White","Gunshot","Allegedly Armed","Hohenwald","TN","38462",35.535397,-87.54905
"1459","5/28/13","37","Female","White","Gunshot","Allegedly Armed","Pleasant Hill","TN","38572",35.861811,-85.0902
"1460","4/13/16","26","Male","White","Gunshot","Allegedly Armed","Sparta","TN","38583",35.943026,-85.45113
"1461","8/22/15","38","Male","White","Gunshot","Vehicle","New Albany","MS","38652",34.489085,-88.99973
"1462","7/18/15","30","Male","White","Physical restraint","Unarmed","Olive Branch","MS","38654",34.954106,-89.83743
"1463","1/21/15","45","Male","White","Gunshot","Allegedly Armed","Robinsonville","MS","38664",34.818548,-90.29479
"1464","5/28/14","20","Male","Black","Gunshot","Allegedly Armed","Southaven","MS","38671",34.96848,-89.99793
"1465","10/18/14","38","Male","White","Gunshot","Allegedly Armed","Southaven","MS","38671",34.96848,-89.99793
